time,prey,predator,bacteria,virus,immune,nutrient,alpha,beta,phi,mutation_rate,curiosity
0.0,40.0,9.0,10.0,5.0,1.0,100.0,0.3,0.022,0.007,0.06,0.7
0.1,40.39791204643333,9.27595194358791,275.43551792640085,5.040799290768844,1.001102899141521,46.605732139230675,0.3,0.022,0.007,0.06,0.7
0.2,40.77447792036163,9.564069210141437,319.2767948680321,5.285772970744077,1.004516277746241,36.81902241876325,0.3,0.022,0.007,0.06,0.7
0.30000000000000004,41.12791110933567,9.864737042442647,256.69800624830395,5.525545356362858,1.0033629254479337,48.363959851891806,0.3,0.022,0.007,0.06,0.7
0.4,41.45638970758724,10.178328364913948,299.7539642342953,5.834993391837139,1.0091134977337888,38.58132756106403,0.3,0.022,0.007,0.06,0.7
0.5,41.758065152535494,10.505199531981308,302.59966169966134,6.129625615319098,1.0129332980326327,36.923270940644045,0.3,0.022,0.007,0.06,0.7
0.6000000000000001,42.031072315963065,10.84568563370742,295.9698813361786,6.451955238179406,1.0174794894253223,37.10778590216223,0.3,0.022,0.007,0.06,0.7
0.7000000000000001,42.27354100124066,11.200095358619327,282.93924065278617,6.803494336707852,1.0227492583343987,38.52091508425237,0.3,0.022,0.007,0.06,0.7
0.8,42.483608877733374,11.568705423379095,261.39731926334247,7.186371833634407,1.0286576378935943,41.584357005377065,0.3,0.022,0.007,0.06,0.7
0.9,42.65943585831321,11.951754590510461,223.69653711338245,7.607497041581005,1.03520983946298,47.815409643643605,0.3,0.022,0.007,0.06,0.7
1.0,42.799219895496734,12.34943730881674,160.48684639111204,8.081569832842376,1.0424492925899882,59.05627845358466,0.3,0.022,0.007,0.06,0.7
1.1,42.90121413606558,12.76189702634292,264.9399966797385,8.5764539307872,1.050042218458908,36.76506747120157,0.3,0.022,0.007,0.06,0.7
1.2000000000000002,42.9637453332752,13.189219242584748,170.74227928771103,9.09028323849079,1.057068000162347,54.19247657995703,0.3,0.022,0.007,0.06,0.7
1.3,42.985233370356546,13.631424384846683,238.55073177153133,9.632097332464838,1.064726376468394,39.20329280503138,0.3,0.022,0.007,0.06,0.7
1.4000000000000001,42.96421169973407,14.088460612780095,153.7097513087168,10.207654403452953,1.0721531113998097,54.704560528807285,0.3,0.022,0.007,0.06,0.7
1.5,42.89934845035483,14.56019667462518,294.8954755088083,10.769629071334853,1.0798373805062966,25.073225940931287,0.3,0.022,0.007,0.06,0.7
1.6,42.78946790227454,15.04641495781358,76.96209500429762,11.457907933934068,1.087527886564681,67.04082750092371,0.3,0.022,0.007,0.06,0.7
1.7000000000000002,42.63357197510034,15.546804894492764,360.17972395769493,11.884754933355545,1.0943402948772274,9.328612111337456,0.3,0.022,0.007,0.06,0.7
1.8,42.43086132734731,16.06095689820476,83.71497838549095,12.76408190396748,1.1028331201939272,62.722124101413,0.3,0.022,0.007,0.06,0.7
1.9000000000000001,42.18075561984725,16.5883570202853,351.75727302882535,13.231317677541991,1.109824481380899,8.007697977339717,0.3,0.022,0.007,0.06,0.7
2.0,41.882912460904336,17.1283825223848,152.9309309928147,14.161351964757966,1.1184124989461524,45.86995605573705,0.3,0.022,0.007,0.06,0.7
2.1,41.53724452686872,17.680298563696944,290.1977466336546,14.82693418662015,1.1262340296166504,17.006034039780463,0.3,0.022,0.007,0.06,0.7
2.2,41.14393434206966,18.24325619694523,120.83118648490631,15.729402491506065,1.134554943983617,49.099597680885566,0.3,0.022,0.007,0.06,0.7
2.3000000000000003,40.70344620921198,18.816291855027266,318.95608247085767,16.348002258800815,1.1421663349288242,8.18392853352865,0.3,0.022,0.007,0.06,0.7
2.4000000000000004,40.216534807493424,19.398328489820585,204.14877851164619,17.353722661374473,1.1508258988625963,29.266483860706316,0.3,0.022,0.007,0.06,0.7
2.5,39.684250022220716,19.9881784957415,219.19451690051181,18.18081822139897,1.1589335768325324,24.68024759114782,0.3,0.022,0.007,0.06,0.7
2.6,39.10793763702498,20.584548513387965,207.6619691571843,19.056546163312134,1.1671432973901195,25.357512859364267,0.3,0.022,0.007,0.06,0.7
2.7,38.489235607226156,21.18604616365698,220.5144134006043,19.927460703145098,1.1753462954142258,21.184291011797583,0.3,0.022,0.007,0.06,0.7
2.8000000000000003,37.83006573856963,21.791188711305605,214.3837607062358,20.84402177237392,1.1836549370116236,20.760190435661087,0.3,0.022,0.007,0.06,0.7
2.9000000000000004,37.13262071629728,22.398413600742774,220.60024613605336,21.76288234929344,1.1919723961039523,17.879910768723885,0.3,0.022,0.007,0.06,0.7
3.0,36.39934656097296,23.00609074808686,220.8060217119327,22.711178036068908,1.2003655657846806,16.176323358798047,0.3,0.022,0.007,0.06,0.7
3.1,35.63292072429664,23.612536414762364,223.31815222276367,23.67283081746178,1.2087980095296018,14.007035224530409,0.3,0.022,0.007,0.06,0.7
3.2,34.83622617421208,24.21602843192967,225.4307015671268,24.651396289180887,1.2172815101791512,11.907402363228178,0.3,0.022,0.007,0.06,0.7
3.3000000000000003,34.01232194746333,24.81482249469152,227.5637119797572,25.643467614748957,1.225810345805708,9.796792266275226,0.3,0.022,0.007,0.06,0.7
3.4000000000000004,33.164410762961154,25.40716920300723,229.5084721004734,26.646280522210397,1.234380272407679,7.719308395095691,0.3,0.022,0.007,0.06,0.7
3.5,32.29580438495571,25.99133149494055,230.95914702611057,27.65620723957574,1.2429844275822461,5.739410842990151,0.3,0.022,0.007,0.06,0.7
3.6,31.409887496085446,26.56560209911973,231.4565995250932,28.66871109339782,1.251612947463866,3.953166278757009,0.3,0.022,0.007,0.06,0.7
3.7,30.510080883203447,27.128320628277738,230.45799147051898,29.678382932500696,1.2602529945303846,2.4742588540437827,0.3,0.022,0.007,0.06,0.7
