time,prey,predator,bacteria,virus,immune,nutrient
0.0,40.0,9.0,10.0,5.0,1.0,100.0
0.1,39.67049570606905,9.272577678817102,275.5562333413042,5.007611866831574,1.0011035564014583,46.60364666820933
0.2,39.3220644546934,9.550172898368741,319.3399671241794,5.158855378208413,1.0044951814497076,36.89167443262244
0.30000000000000004,38.95487183711625,9.832559551570705,254.1850471278279,5.302047563187294,1.0030042218283597,49.0205451968548
0.4,38.569142237607046,10.119485500230889,295.8046836036554,5.492319606607581,1.0088532922998679,39.59848744941217
0.5,38.16516011128833,10.410672494336215,305.07727852983476,5.664797062818402,1.0126656567998764,36.74286052898864
0.6000000000000001,37.7432708598048,10.705816297604326,297.80073265611134,5.849773742338154,1.0169388675164714,37.16052965899094
0.7000000000000001,37.30388127100552,11.004587031989681,288.67129620727104,6.048213591362866,1.0219777198160394,37.91054575095374
0.8,36.84745949308944,11.306629751420068,271.7967746963775,6.260440374432893,1.0276205039106674,40.172764089923625
0.9,36.37453451884659,11.611565252224297,244.1540926546256,6.488487777769194,1.0338722999897538,44.546730507905025
1.0,35.88569516165807,11.918991124530416,192.1694281361243,6.738461079659401,1.0407849937654887,53.728209579974255
1.1,35.38158851171182,12.228483045416214,165.64599346485414,7.013536362643761,1.0483195724951169,57.75311151603829
1.2000000000000002,34.86291786833361,12.539596310844034,246.25726826001818,7.288054883950683,1.0559474587435485,40.380584947783156
1.3,34.330440152278534,12.851867599487402,164.59861095538702,7.5672550066366195,1.063154564988928,55.463549447218895
1.4000000000000001,33.78496281010777,13.164816957545868,257.47914909767536,7.85028094080457,1.0708424434801822,35.65319810544396
1.5,33.22734023119736,13.47794998964439,147.1872613376771,8.150222124095674,1.078191916433702,56.4383006501853
1.6,32.65846970628245,13.790760237027401,313.9196947569375,8.428574233334999,1.085884897053303,21.913433387067258
1.7000000000000002,32.07928696451662,14.102731720591065,35.185642332883276,8.791991207588207,1.0937231449196625,76.23392801080766
1.8,31.49076133360375,14.413341622953855,266.8802672246967,8.896343060697847,1.0986731482982308,29.272553037808883
1.9000000000000001,30.893890574429932,14.722063080844029,116.7161528834591,9.237549813067117,1.1064126871948943,57.97828690571167
2.0,30.289695447589082,15.028368056671532,359.5198490698848,9.49145169144042,1.1139512195831438,8.366890073704923
2.1,29.67921407408712,15.331730256327003,121.05999682037915,9.937192914586745,1.1225906494341122,54.48000970043467
2.2,29.063496156182826,15.631628059071064,343.2061187511432,10.200791380754621,1.130219766620385,8.998821625313916
2.3000000000000003,28.443597126673254,15.927547424882846,140.6008955158847,10.652072225233397,1.1388980048673896,47.97562750458942
2.4000000000000004,27.82057229589197,16.218984744846885,309.3324517545602,10.943063537456622,1.1467419760396504,13.127842755403933
